,powe,vibr
2021-07-09 06:08:19,0.1994046984126984,0.0
2021-07-09 06:08:20,0.30339325232967695,0.0
2021-07-09 06:08:21,0.0,0.0
2021-07-09 06:08:22,0.0,0.0
2021-07-09 06:08:23,0.2370000384,0.0
2021-07-09 06:08:24,0.36323677028825185,0.0
2021-07-09 06:08:25,0.0,0.0
2021-07-09 06:08:26,0.0,0.0
2021-07-09 06:08:27,0.0,0.0
2021-07-09 06:08:28,0.0,0.0
2021-07-09 06:08:29,0.0,0.0
2021-07-09 06:08:30,0.0,0.0
2021-07-09 06:08:31,0.0,0.0
2021-07-09 06:08:32,0.3545998848,0.0
2021-07-09 06:08:33,0.9395582302478985,0.0
2021-07-09 06:08:34,0.6035856309582455,0.0
2021-07-09 06:08:35,0.0,0.0
2021-07-09 06:08:36,0.27846463307902636,0.0
2021-07-09 06:08:37,0.5814371408942575,0.0
2021-07-09 06:08:38,0.24224226317368824,0.0
2021-07-09 06:08:39,0.0,0.0
2021-07-09 06:08:40,0.15742971887550203,0.0
2021-07-09 06:08:41,0.4,0.0
2021-07-09 06:08:42,0.24015982994028884,0.0
2021-07-09 06:08:43,0.15833335873015875,0.0
2021-07-09 06:08:44,0.24249744644495125,0.0
2021-07-09 06:08:45,0.0,0.0
2021-07-09 06:08:46,0.0,0.0
2021-07-09 06:08:47,0.19759272682641377,0.0
2021-07-09 06:08:48,0.30307542857142855,0.0
2021-07-09 06:08:49,0.0,0.0
2021-07-09 06:08:50,0.27624253534696275,0.0
2021-07-09 06:08:51,0.42629995519999997,0.0
2021-07-09 06:08:52,0.4292415323922993,0.0
2021-07-09 06:08:53,0.6695171180062285,0.0
2021-07-09 06:08:54,0.0,0.0
2021-07-09 06:08:55,0.2354125217979851,0.0
2021-07-09 06:08:56,0.36428571428571427,0.0
2021-07-09 06:08:57,0.0,0.0
2021-07-09 06:08:58,0.0,0.0
2021-07-09 06:08:59,0.0,0.0
2021-07-09 06:09:00,0.0,0.0
2021-07-09 06:09:01,0.3148850327199222,0.0
2021-07-09 06:09:02,0.4833837169552446,0.0
2021-07-09 06:09:03,0.0,0.0
2021-07-09 06:09:04,0.0,0.0
2021-07-09 06:09:05,0.0,0.0
2021-07-09 06:09:06,0.0,0.0
2021-07-09 06:09:07,0.39360629089990273,0.0
2021-07-09 06:09:08,0.7642000384000001,0.0
2021-07-09 06:09:09,0.4393787561527864,0.0
2021-07-09 06:09:10,0.30170679518072285,0.0
2021-07-09 06:09:11,0.0,0.0
2021-07-09 06:09:12,0.0,0.0
2021-07-09 06:09:13,0.15728539813625844,0.0
2021-07-09 06:09:14,0.4,0.0
2021-07-09 06:09:15,0.4390609479519487,0.0
2021-07-09 06:09:16,0.3032290096804676,0.0
2021-07-09 06:09:17,0.15975977515052492,0.0
2021-07-09 06:09:18,0.24205329703002076,0.0
2021-07-09 06:09:19,0.15589123430904633,0.0
2021-07-09 06:09:20,0.24144872324490602,0.0
2021-07-09 06:09:21,0.0,0.0
2021-07-09 06:09:22,0.3927492976758659,0.0
2021-07-09 06:09:23,0.6057596706115758,0.0
2021-07-09 06:09:24,0.0,0.0
2021-07-09 06:09:25,0.0,0.0
2021-07-09 06:09:26,0.0,0.0
2021-07-09 06:09:27,0.23483485822879785,0.0
2021-07-09 06:09:28,0.6392785520764983,0.0
